image,quality,bpp,psnr,ms_ssim
kodim14.png,50,1.1468709309895833,30.288822174072266,0.9758124947547913
kodim15.png,50,0.6911417643229166,33.06938934326172,0.9709324836730957
kodim16.png,50,0.7748819986979166,33.44756317138672,0.9774396419525146
kodim17.png,50,0.7665812174479166,33.69236755371094,0.9831016063690186
kodim18.png,50,1.10455322265625,30.285856246948242,0.9731159210205078
kodim19.png,50,0.8653971354166666,32.37151336669922,0.9760450720787048
kodim20.png,50,0.62060546875,33.53342819213867,0.9809958934783936
kodim21.png,50,0.8723551432291666,31.465511322021484,0.9776012897491455
kodim22.png,50,0.8905436197916666,31.723255157470703,0.968525230884552
kodim23.png,50,0.5646565755208334,35.07526779174805,0.9762265682220459
kodim24.png,50,1.0923868815104167,29.98021697998047,0.9798095226287842
kodim01.png,75,1.8817342122395833,32.3976936340332,0.9904370307922363
kodim02.png,75,1.1117757161458333,34.85174560546875,0.9749130606651306
kodim03.png,75,0.9271240234375,36.85622787475586,0.9870460629463196
kodim04.png,75,1.165283203125,35.25682830810547,0.9828775525093079
kodim05.png,75,2.0558268229166665,32.308441162109375,0.9909434914588928
kodim06.png,75,1.51214599609375,33.791622161865234,0.9877009987831116
kodim07.png,75,1.1098429361979167,36.2720832824707,0.9912069439888
kodim08.png,75,2.06988525390625,32.1560173034668,0.9920547604560852
kodim09.png,75,0.955078125,36.70149612426758,0.9871261715888977
kodim10.png,75,1.0641276041666667,36.44136047363281,0.9870564341545105
kodim11.png,75,1.40435791015625,34.22072982788086,0.9867444038391113
kodim12.png,75,1.0106404622395833,36.80927658081055,0.9858519434928894
kodim13.png,75,2.3212687174479165,30.51050567626953,0.987227201461792
kodim14.png,75,1.7227783203125,32.603004455566406,0.9863194823265076
kodim15.png,75,1.0628662109375,35.256229400634766,0.9827926158905029
kodim16.png,75,1.1637980143229167,35.793846130371094,0.9874750971794128
kodim17.png,75,1.1574503580729167,35.93959426879883,0.989905059337616
kodim18.png,75,1.6884969075520833,32.72370147705078,0.9844351410865784
kodim19.png,75,1.3147989908854167,34.62000274658203,0.9864326119422913
kodim20.png,75,0.9225667317708334,35.745052337646484,0.9877275824546814
kodim21.png,75,1.3294474283854167,33.90373992919922,0.9862920641899109
kodim22.png,75,1.37969970703125,33.817569732666016,0.9817020893096924
kodim23.png,75,0.85260009765625,37.11504364013672,0.9865513443946838
kodim24.png,75,1.6388142903645833,32.43930435180664,0.9884317517280579
kodim01.png,95,4.394938151041667,40.47431182861328,0.9977299571037292
kodim02.png,95,3.036865234375,40.15102005004883,0.9923312664031982
kodim03.png,95,2.3884480794270835,42.21112823486328,0.995380163192749
kodim04.png,95,3.0637003580729165,40.90789031982422,0.9948139190673828
