image,bpp,psnr,ms_ssim
kodim01.png,0.8003919124603271,30.781782150268555,0.9803125262260437
kodim02.png,0.3315739929676056,33.16773223876953,0.9534932374954224
kodim03.png,0.2635142505168915,35.39212417602539,0.9776387214660645
kodim04.png,0.3338088095188141,33.51301956176758,0.9664894938468933
kodim05.png,0.809558629989624,31.049442291259766,0.9833942651748657
kodim06.png,0.5708153247833252,31.985023498535156,0.972667396068573
kodim07.png,0.35369521379470825,34.89612579345703,0.9867696762084961
kodim08.png,0.8671037554740906,30.32685089111328,0.9836480617523193
kodim09.png,0.2754349410533905,35.14836883544922,0.9822835326194763
kodim10.png,0.29934364557266235,34.67404556274414,0.9774264097213745
kodim11.png,0.478442519903183,32.30573272705078,0.9700266718864441
kodim12.png,0.27298828959465027,34.60687255859375,0.9667099714279175
kodim13.png,1.02793550491333,28.613252639770508,0.9767260551452637
kodim14.png,0.6121354699134827,31.312862396240234,0.9733362197875977
kodim15.png,0.32043325901031494,33.53035354614258,0.9722962379455566
kodim16.png,0.35285189747810364,33.50094223022461,0.9711871147155762
kodim17.png,0.32384011149406433,33.97036361694336,0.9772679209709167
kodim18.png,0.618780255317688,30.856670379638672,0.9720026850700378
kodim19.png,0.42259907722473145,32.71976852416992,0.9714623689651489
kodim20.png,0.3045690059661865,34.41780471801758,0.9822010397911072
kodim21.png,0.5023951530456543,32.479862213134766,0.9790111780166626
kodim22.png,0.47070086002349854,32.1157112121582,0.9632318019866943
kodim23.png,0.2166001945734024,35.859771728515625,0.9787909388542175
kodim24.png,0.6346765756607056,30.892133712768555,0.9785975813865662
