image,bpp,psnr,ms_ssim
kodim01.png,0.33552342653274536,26.881196975708008,0.9456061124801636
kodim02.png,0.13708996772766113,30.376195907592773,0.9086012244224548
kodim03.png,0.1167948991060257,31.76032066345215,0.9552061557769775
kodim04.png,0.14391927421092987,30.363168716430664,0.9274095296859741
kodim05.png,0.38219693303108215,26.79343032836914,0.9545280933380127
kodim06.png,0.24075275659561157,27.880563735961914,0.9301896095275879
kodim07.png,0.17864322662353516,30.943967819213867,0.9693539142608643
kodim08.png,0.4061875641345978,26.11829948425293,0.9602421522140503
kodim09.png,0.1351645439863205,31.533029556274414,0.9656144976615906
kodim10.png,0.1474534422159195,31.200328826904297,0.952626645565033
kodim11.png,0.20161214470863342,28.731117248535156,0.9285165667533875
kodim12.png,0.12044782191514969,31.335620880126953,0.9302288889884949
kodim13.png,0.408907413482666,24.3814697265625,0.9250136613845825
kodim14.png,0.2585729956626892,27.59479522705078,0.9316883087158203
kodim15.png,0.13828299939632416,30.425567626953125,0.9446401596069336
kodim16.png,0.13909219205379486,29.84593963623047,0.9303668737411499
kodim17.png,0.14705641567707062,30.520095825195312,0.9518874883651733
kodim18.png,0.2661001682281494,27.10686492919922,0.9329718351364136
kodim19.png,0.17408588528633118,29.166278839111328,0.9323989748954773
kodim20.png,0.13408911228179932,31.071598052978516,0.9617353677749634
kodim21.png,0.22366012632846832,28.596790313720703,0.955398678779602
kodim22.png,0.18820053339004517,28.828948974609375,0.9151030778884888
kodim23.png,0.11112049967050552,32.4958610534668,0.9576165080070496
kodim24.png,0.27446863055229187,26.769495010375977,0.9425296187400818
