image,bpp,psnr,ms_ssim
kodim01.png,0.5266059637069702,28.695194244384766,0.9668726921081543
kodim02.png,0.2067985236644745,31.64472770690918,0.9321860074996948
kodim03.png,0.17705753445625305,33.62141036987305,0.967390239238739
kodim04.png,0.21833816170692444,31.909809112548828,0.9496501684188843
kodim05.png,0.5711931586265564,28.92622947692871,0.9723906517028809
kodim06.png,0.3776003122329712,29.87175941467285,0.9558355212211609
kodim07.png,0.25417667627334595,32.97148132324219,0.98004150390625
kodim08.png,0.5964257717132568,28.168941497802734,0.9741489291191101
kodim09.png,0.19440893828868866,33.32520294189453,0.9751510620117188
kodim10.png,0.20978955924510956,32.96357345581055,0.9672858119010925
kodim11.png,0.3142131268978119,30.43463706970215,0.9525443911552429
kodim12.png,0.18130968511104584,32.899356842041016,0.9494683146476746
kodim13.png,0.6695648431777954,26.38433837890625,0.957227885723114
kodim14.png,0.40050533413887024,29.41391372680664,0.9561872482299805
kodim15.png,0.20967455208301544,31.95295524597168,0.9588791131973267
kodim16.png,0.22153744101524353,31.67041778564453,0.9536703824996948
kodim17.png,0.2213517427444458,32.24889373779297,0.9657163619995117
kodim18.png,0.4152279794216156,28.97110939025879,0.9565936923027039
kodim19.png,0.2742667496204376,30.92134666442871,0.9549654722213745
kodim20.png,0.20138995349407196,32.553592681884766,0.9732632637023926
kodim21.png,0.3406062424182892,30.450742721557617,0.9691998362541199
kodim22.png,0.30146369338035583,30.385086059570312,0.9429929256439209
kodim23.png,0.15748700499534607,34.19636154174805,0.9691613912582397
kodim24.png,0.4273828864097595,28.750431060791016,0.9645254015922546
